Case1,0,0,48.889,0.0015556,0.00012,23.556,0.4,1,0.1,1,1,12,7.6667,27,5.2222,1.2222,0.26667,1.1,50
Case2,0,0,48.889,0.0015556,0.00012,23.556,0.4,1,0.1,1,1,12,7.6667,27,3.2778,1.2222,0.26667,1.1,50
Case3,0,0,48.889,0.0015556,0.00012,23.556,0.4,1,0.1,1,1,12,7.6667,27,3.2778,1,0.26667,1.1,50
Case4,0,0,48.889,0.0068333,0.00012,23.556,0.4,1,0.1,1,1,12,7.6667,27,3.2778,1,0.26667,1.1,50
Case5,0,0,48.889,0.0068333,0.00012,23.556,0.4,1,0.1,1,1,12,7.6667,27,3.2778,1,0.1,1.1,50
Case6,0,0,48.889,0.0068333,0.00012,23.556,0.4,1,0.1,1,1,12,5.4444,27,3.2778,1,0.1,1.1,50
Case7,0,0,48.889,0.0068333,0.00012,28,0.4,1,0.1,1,1,12,5.4444,27,3.2778,1,0.1,1.1,50
Case8,0,0,48.889,0.0068333,0.00012,28,0.4,1,5.6,1,1,12,5.4444,27,3.2778,1,0.1,1.1,50
Case9,0,0,10,0.0068333,0.00012,28,0.4,1,5.6,1,1,12,5.4444,27,3.2778,1,0.1,1.1,50
Case10,0,0,17.778,0.0089444,0.00012,25.333,0.4,1,7.8,1,1,12,5.8889,27,6,1.0444,0.33333,1.1,50
Case11,0,0,17.778,0.0089444,0.00012,25.333,0.4,1,2.3,1,1,12,5.8889,27,6,1.0444,0.33333,1.1,50
Case12,0,0,17.778,0.0036667,0.00012,25.333,0.4,1,2.3,1,1,12,5.8889,27,6,1.0444,0.33333,1.1,50
Case13,0,0,17.778,0.0036667,0.00012,20.889,0.4,1,2.3,1,1,12,5.8889,27,6,1.0444,0.33333,1.1,50
Case14,0,0,17.778,0.0036667,0.00012,20.889,0.4,1,2.3,1,1,12,5.8889,27,6,1.2667,0.33333,1.1,50
Case15,0,0,17.778,0.0036667,0.00012,20.889,0.4,1,2.3,1,1,12,5.8889,27,4.0556,1.2667,0.33333,1.1,50
Case16,0,0,17.778,0.0036667,0.00012,20.889,0.4,1,2.3,1,1,12,8.1111,27,4.0556,1.2667,0.33333,1.1,50
Case17,0,0,17.778,0.0036667,0.00012,20.889,0.4,1,2.3,1,1,12,8.1111,27,4.0556,1.2667,0.16667,1.1,50
Case18,0,0,56.667,0.0036667,0.00012,20.889,0.4,1,2.3,1,1,12,8.1111,27,4.0556,1.2667,0.16667,1.1,50
Case19,0,0,80,0.0036667,0.00012,24.444,0.4,1,0.1,1,1,12,5.8889,27,3.6667,1.4,0.26667,1.1,50
Case20,0,0,80,0.0036667,0.00012,24.444,0.4,1,0.1,1,1,12,5.8889,27,3.6667,1.4,0.1,1.1,50
Case21,0,0,80,0.0036667,0.00012,20,0.4,1,0.1,1,1,12,5.8889,27,3.6667,1.4,0.1,1.1,50
Case22,0,0,80,0.0036667,0.00012,20,0.4,1,0.1,1,1,12,8.1111,27,3.6667,1.4,0.1,1.1,50
Case23,0,0,41.111,0.0036667,0.00012,20,0.4,1,0.1,1,1,12,8.1111,27,3.6667,1.4,0.1,1.1,50
Case24,0,0,41.111,0.0036667,0.00012,20,0.4,1,0.1,1,1,12,8.1111,27,3.6667,1.1778,0.1,1.1,50
Case25,0,0,41.111,0.0089444,0.00012,20,0.4,1,0.1,1,1,12,8.1111,27,3.6667,1.1778,0.1,1.1,50
Case26,0,0,41.111,0.0089444,0.00012,20,0.4,1,5.6,1,1,12,8.1111,27,3.6667,1.1778,0.1,1.1,50
Case27,0,0,41.111,0.0089444,0.00012,20,0.4,1,5.6,1,1,12,8.1111,27,5.6111,1.1778,0.1,1.1,50
Case28,0,0,17.778,0.0089444,0.00012,23.556,0.4,1,10,1,1,12,6.7778,27,4.4444,1.0889,0.16667,1.1,50
Case29,0,0,17.778,0.0036667,0.00012,23.556,0.4,1,10,1,1,12,6.7778,27,4.4444,1.0889,0.16667,1.1,50
Case30,0,0,17.778,0.0036667,0.00012,23.556,0.4,1,10,1,1,12,6.7778,27,4.4444,1.3111,0.16667,1.1,50
Case31,0,0,17.778,0.0036667,0.00012,23.556,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.16667,1.1,50
Case32,0,0,17.778,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.16667,1.1,50
Case33,0,0,17.778,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.33333,1.1,50
Case34,0,0,56.667,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.33333,1.1,50
Case35,0,0,56.667,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,2.5,1.3111,0.33333,1.1,50
Case36,0,0,56.667,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,9,27,2.5,1.3111,0.33333,1.1,50
Case37,0,0,64.444,0.0089444,0.00012,23.556,0.4,1,4.5,1,1,12,5,27,2.5,1.0889,0.26667,1.1,50
Case38,0,0,64.444,0.0036667,0.00012,23.556,0.4,1,4.5,1,1,12,5,27,2.5,1.0889,0.26667,1.1,50
Case39,0,0,64.444,0.0036667,0.00012,23.556,0.4,1,4.5,1,1,12,7.2222,27,2.5,1.0889,0.26667,1.1,50
Case40,0,0,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,2.5,1.0889,0.26667,1.1,50
Case41,0,0,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,4.4444,1.0889,0.26667,1.1,50
Case42,0,0,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,4.4444,1.3111,0.26667,1.1,50
Case43,0,0,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,4.4444,1.3111,0.1,1.1,50
Case44,0,0,64.444,0.0036667,0.00012,28,0.4,1,10,1,1,12,7.2222,27,4.4444,1.3111,0.1,1.1,50
Case45,0,0,25.556,0.0036667,0.00012,28,0.4,1,10,1,1,12,7.2222,27,4.4444,1.3111,0.1,1.1,50
Case46,0,0,25.556,0.0036667,0.00012,24.444,0.4,1,0.1,1,1,12,7.6667,27,3.2778,1.3111,0.4,1.1,50
Case47,0,0,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,3.2778,1.3111,0.4,1.1,50
Case48,0,0,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,3.2778,1.0889,0.4,1.1,50
Case49,0,0,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,5.2222,1.0889,0.4,1.1,50
Case50,0,0,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,5.2222,1.0889,0.23333,1.1,50
Case51,0,0,25.556,0.0036667,0.00012,20,0.4,1,5.6,1,1,12,7.6667,27,5.2222,1.0889,0.23333,1.1,50
Case52,0,0,25.556,0.0036667,0.00012,20,0.4,1,5.6,1,1,12,5.4444,27,5.2222,1.0889,0.23333,1.1,50
Case53,0,0,25.556,0.0089444,0.00012,20,0.4,1,5.6,1,1,12,5.4444,27,5.2222,1.0889,0.23333,1.1,50
Case54,0,0,64.444,0.0089444,0.00012,20,0.4,1,5.6,1,1,12,5.4444,27,5.2222,1.0889,0.23333,1.1,50
Case55,0,0,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,6.3333,27,4.0556,1.0444,0.2,1.1,50
Case56,0,0,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,6.3333,27,4.0556,1.2667,0.2,1.1,50
Case57,0,0,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,6.3333,27,4.0556,1.2667,0.36667,1.1,50
Case58,0,0,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,8.5556,27,4.0556,1.2667,0.36667,1.1,50
Case59,0,0,10,0.0047222,0.00012,20,0.4,1,7.8,1,1,12,8.5556,27,4.0556,1.2667,0.36667,1.1,50
Case60,0,0,10,0.01,0.00012,20,0.4,1,7.8,1,1,12,8.5556,27,4.0556,1.2667,0.36667,1.1,50
