#,Job_ID,WeatherFile,ModelFile,@@EP9_IHG@@,@@EP10_VRate@@,@@EP11_Inf@@,@@EP12_C_SP@@,@@EP14_Gla@@,@@EP15_Rat@@,@@EP16_RA@@,@@P1@@,@@P2@@,@@P3@@,@@P4@@,@@P5@@,@@P6@@,@@P7@@,@@P8@@,@@P9@@,@@P10@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: A1_Ele_Cool_[kWh],c1: A2_Ele_Fan_[kWh],c2: A3_Ele_Pumps_[kWh],c3: A4_Ele_Heat Rejection_[kWh],c4: A5_Ele_Plant[kWh],c5: A6_Ele_CoolEnTransfer[kWh],c6: A7_Ele_CoolCoil[kWh],c7: A8_Cool_Chiller[kWh],c8: A9_HRej[kWh],c9: P1_Ele_Cool_[W],c10: P2_Ele_Fan_[W],c11: P3_Ele_Pumps_[W],c12: P4_Ele_Heat Rejection_[W],c13: P5_Ele_Plant[W],c14: P6_Ele_CoolEnTransfer[W],c15: P7_Ele_CoolCoil[W],c16: P8_Cool_Chiller[W],c17: P9_HRej[W],c18: O1_Floor Area[m2],c19: O2_Time_PlantLoop,c20: O3_Time_SensLoads,c21: O4_Time_EleUse
30,Case31,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0036667,0.00012,23.556,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.16667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.68,7063.07,25117.65,22970.42,63.26,30096.78,17068.05,10991.07,11899.93,26901.52,63822.95,2867.31,17548.27,1497.99,82869.21,240035.26,242866.21,248734.72,312557.67,7200,0,0,0
31,Case32,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.16667,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,7.84,0,25117.65,20607.73,0,20607.74,6681.26,0,0,0,0,2867.31,4271.33,0,4271.33,18068.42,0,0,0,7200,0,0,0
32,Case33,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.33333,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,7.77,0,25117.65,20607.73,0,20607.74,6681.26,0,0,0,0,2867.31,4271.33,0,4271.33,18068.42,0,0,0,7200,0,0,0
33,Case34,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,56.667,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,4.4444,1.3111,0.33333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.65,20644.31,13968.65,7887.43,437.92,28969.7,29970.58,24074.63,26119.67,106186.68,73941.18,1594.59,18802.37,1949.22,94692.76,301757.36,303356.32,309593.82,383535,7200,0,0,0
34,Case35,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,56.667,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,6.7778,27,2.5,1.3111,0.33333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.5,36700.64,13968.65,8321.36,506.1,45528.14,29970.58,24074.63,26119.67,122243.02,131449.67,1594.59,20336.6,2246.62,154032.89,301757.36,303356.32,309593.82,441043.49,7200,0,0,0
35,Case36,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,56.667,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,9,27,2.5,1.3111,0.33333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.57,36953.66,13968.65,8321.52,538.13,45813.35,29970.33,24074.38,26119.64,127344.45,130655.27,1594.59,20336.92,2880.81,153872.99,301770.23,303378.69,309643.99,450245.21,7200,0,0,0
36,Case37,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0089444,0.00012,23.556,0.4,1,4.5,1,1,12,5,27,2.5,1.0889,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.33,140844.46,54517.83,63606.37,1379.45,205830.45,114905.37,99463.23,108009.42,415541.34,348748.14,6223.5,48351.58,6098.08,403197.8,792028.01,798228.47,813089.22,1161837.36,7200,0,0,0
37,Case38,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,23.556,0.4,1,4.5,1,1,12,5,27,2.5,1.0889,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,11.3,480604.45,26186.81,82900.18,3147.7,566652.78,387683.22,390818.01,419870.27,1421635.45,268500.35,2989.36,30437.56,6121.37,305059.28,579396.24,666957.14,675707.74,944208.09,7200,0,0,0
38,Case39,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,23.556,0.4,1,4.5,1,1,12,7.2222,27,2.5,1.0889,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,10.81,468476.93,26186.81,82901.44,3377.38,554756.2,387680.19,389492.04,418531.65,1462022.07,242904.02,2989.36,30435.94,5800.28,279140.24,579426.5,640587.4,649563.31,892467.33,7200,0,0,0
39,Case40,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,2.5,1.0889,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.04,57329.77,11739.48,11247.3,612.38,69189.51,52046.61,47350.97,50899.16,179034.04,142249.91,1340.12,19473.56,3299.38,165022.84,358679.46,361648.15,366928.01,509177.91,7200,0,0,0
40,Case41,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,4.4444,1.0889,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.96,32248.32,11739.48,10493.85,518.12,43260.33,52046.61,47350.97,50899.16,153952.56,80016.37,1340.12,18004.41,2896.07,100916.85,358679.46,361648.15,366928.01,446944.38,7200,0,0,0
41,Case42,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,4.4444,1.3111,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.53,38666.31,11739.48,12378.07,613.59,51658,52046.61,47350.97,51629.72,183930.41,86063.78,1340.12,21675.77,2893.78,110633.33,358679.46,361648.15,368401.64,454465.42,7200,0,0,0
42,Case43,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,28,0.4,1,4.5,1,1,12,7.2222,27,4.4444,1.3111,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.01,30657.56,11739.48,12374.05,108.11,43139.75,52046.61,47350.97,51629.72,99315.88,86063.78,1340.12,21675.77,2893.78,110633.33,358679.46,361648.15,368401.64,454465.42,7200,0,0,0
43,Case44,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0036667,0.00012,28,0.4,1,10,1,1,12,7.2222,27,4.4444,1.3111,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.94,66342.82,25643,26679.49,233.9,93256.28,112615.82,102423.65,111684.86,214844.23,187431.88,2927.28,47394.09,6279.64,241105.6,781526.05,786290.35,802311.58,990064.41,16000,0,0,0
44,Case45,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,28,0.4,1,10,1,1,12,7.2222,27,4.4444,1.3111,0.1,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,7.81,235.53,50415.8,34880.27,3.45,35119.27,16303.28,636.84,666.31,928.5,36389.26,5755.23,9877.72,875.8,47142.78,138344.75,144101.19,145911.66,182300.93,16000,0,0,0
45,Case46,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,24.444,0.4,1,0.1,1,1,12,7.6667,27,3.2778,1.3111,0.4,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.88,907.69,593.86,579.17,17.41,1504.27,851.27,657.61,717.23,3968.05,3085.62,67.79,546.63,87.65,3719.9,8085.8,8153.8,8332.71,13489.1,160,0,0,0
46,Case47,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,3.2778,1.3111,0.4,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.79,21630.27,28403.7,23444.64,438.93,45513.89,24005.62,15890.81,17311.51,94559.05,128751.62,3242.43,22808.76,3657.4,155217.79,312191.86,315429.69,322736.58,562851.06,8960,0,0,0
47,Case48,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,3.2778,1.0889,0.4,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.97,17964.46,28403.7,22795.23,364.54,41124.27,24005.62,15890.81,17068.89,78533.56,106931.31,3242.43,18943.22,3037.56,128912.1,312191.86,315429.69,321257.56,467461.31,8960,0,0,0
48,Case49,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,5.2222,1.0889,0.4,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.04,11275.69,28403.7,22632.74,333.69,34242.15,24005.62,15890.81,17068.89,71844.79,67117.2,3242.43,17976,2779.21,87872.41,312191.86,315429.69,321257.56,427647.2,8960,0,0,0
49,Case50,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,24.444,0.4,1,5.6,1,1,12,7.6667,27,5.2222,1.0889,0.23333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.84,8640.94,28403.7,22631.89,156.04,31428.9,24005.62,15890.81,17068.89,44630.93,62519.62,3242.43,17974.58,1984.58,82478.78,312191.86,315429.69,321257.56,383777.17,8960,0,0,0
50,Case51,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,20,0.4,1,5.6,1,1,12,7.6667,27,5.2222,1.0889,0.23333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.79,128645.79,40918.59,64536.02,1515.42,194697.38,201429.14,202679.09,220312.98,662689.36,122869.57,4671.07,31473.76,5182.06,159525.38,569958.75,664877.47,674839.16,797708.73,8960,0,0,0
51,Case52,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0036667,0.00012,20,0.4,1,5.6,1,1,12,5.4444,27,5.2222,1.0889,0.23333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.96,131142.86,40918.59,64535.26,1364.51,197042.79,201430.78,204474.59,222115.39,638541.69,135281.41,4671.07,31475.29,5501.23,172257.93,569975.21,701839.45,711404.53,846685.95,8960,0,0,0
52,Case53,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0089444,0.00012,20,0.4,1,5.6,1,1,12,5.4444,27,5.2222,1.0889,0.23333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.14,115322.84,81653.11,121397.26,1509.62,238229.91,173011.53,166867.29,182428,560119.06,248468.18,9321.13,62720.73,9808.15,320997.06,1036733.49,1247248.79,1265901.43,1514369.62,8960,0,0,0
53,Case54,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0089444,0.00012,20,0.4,1,5.6,1,1,12,5.4444,27,5.2222,1.0889,0.23333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.98,371596.45,99795.04,176532.12,3664.83,551793.84,567767.27,577572.95,627570.22,1808725.22,325181.37,11392.13,75856.39,13216.47,414254.23,1385887.97,1685198.81,1708576.3,2033757.67,8960,0,0,0
54,Case55,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,6.3333,27,4.0556,1.0444,0.2,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.75,22901.67,18474.12,25218.14,214.66,48334.5,30241.5,28550.63,31097.89,88006.6,64037.42,2108.92,13304.98,2094.18,79436.58,219656.55,255762.41,259606.88,323644.3,3680,0,0,0
55,Case56,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,6.3333,27,4.0556,1.2667,0.2,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.74,27571.2,18474.12,26638.05,247.02,54456.32,30241.5,28550.63,31642.34,104957.06,69182.03,2108.92,16134.98,2088.74,87405.75,219656.55,255762.41,260729.85,329911.87,3680,0,0,0
56,Case57,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,6.3333,27,4.0556,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.66,36118.78,18474.12,26640.29,711.45,63470.57,30241.5,28550.63,31642.34,176248.61,72009.55,2108.92,16135.7,2258.92,90404.17,219656.55,255762.41,260729.85,351423.4,3680,0,0,0
57,Case58,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.0047222,0.00012,20,0.4,1,2.3,1,1,12,8.5556,27,4.0556,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.58,36077.93,18474.12,26640.54,759.33,63477.85,30241.35,28353.18,31443.9,184306.85,71928.1,2108.92,16136.2,2375.25,90439.56,219610.18,240547.97,245627.19,367512.45,3680,0,0,0
58,Case59,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.0047222,0.00012,20,0.4,1,7.8,1,1,12,8.5556,27,4.0556,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.57,115078.77,61977.67,88337.18,2434.52,205850.62,96530.69,90159.55,100018.61,587888.69,239332,7075.08,53691.24,7903.36,300926.61,724690.72,786136.99,803129.35,1222852.91,12480,0,0,0
59,Case60,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.01,0.00012,20,0.4,1,7.8,1,1,12,8.5556,27,4.0556,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.86,170262.95,136167.95,191566.33,3713.91,365543.48,149646.61,134998.46,149583.24,869801.45,467220.75,15544.29,104815.33,15428.84,587464.92,1375440.37,1410004.62,1443289.28,2387237.19,12480,0,0,0
60,Case61,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.01,0.00012,20,0.4,1,7.8,1,1,12,8.5556,27,6,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.69,115086.41,136167.95,190157.38,3479.3,308723.33,149646.61,134998.46,149583.24,814624.86,315810.08,15544.29,100949.01,14451.19,431210.28,1375440.37,1410004.62,1443289.28,2235968.32,12480,0,0,0
61,Case62,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,10,0.01,0.00012,24.444,0.4,1,7.8,1,1,12,8.5556,27,6,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.26,4954.78,136167.95,154940.18,180.66,160075.75,30681.53,6585.39,7210.97,35071.79,136998.59,15544.29,43791.74,6268.94,187059.26,592409.81,608005.25,621637.38,969726.22,12480,0,0,0
62,Case63,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,48.889,0.01,0.00012,24.444,0.4,1,7.8,1,1,12,8.5556,27,6,1.2667,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.83,33735.52,116821.46,112691.43,1096.54,147523.61,84698.66,51571,55833.94,238792.54,227942.68,13335.78,72862.11,10430.46,311235.24,1082321.52,1095696.26,1120547.52,1613461.81,12480,0,0,0
63,Case64,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0047222,0.00012,20.889,0.4,1,6.7,1,1,12,6.3333,27,4.8333,1.1778,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.56,53609.94,49970.12,65978.34,170.33,119758.71,90408.36,83213.49,91375.75,178157.72,156741.55,5704.35,41579.28,5585.12,203905.96,639194.51,705915.59,718861.23,875602.78,10720,0,0,0
64,Case65,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0047222,0.00012,20.889,0.4,1,6.7,1,1,12,6.3333,27,2.8889,1.1778,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.64,89733.06,49970.12,67352.27,222.07,157307.53,90408.36,83213.49,91375.75,214271.9,262237.86,5704.35,44302.11,6263.74,312803.71,639194.51,705915.59,718861.23,981099.09,10720,0,0,0
65,Case66,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0047222,0.00012,20.889,0.4,1,6.7,1,1,12,6.3333,27,2.8889,1.4,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.44,105111.62,49970.12,71568.27,185.08,176865.11,90408.36,83213.49,92920.99,243636.15,284438.62,5704.35,52655.02,6226.39,343320.03,639194.51,705915.59,722003.12,1006441.74,10720,0,0,0
66,Case67,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0047222,0.00012,20.889,0.4,1,6.7,1,1,12,8.5556,27,2.8889,1.4,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.12,104640.3,49970.12,71568.68,185.94,176395.06,90408.46,82866.77,92571.6,248019.12,269489.15,5704.35,52653.35,5797.06,327939.55,639025.33,666807.94,683208.95,952698.09,10720,0,0,0
67,Case68,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0047222,0.00012,25.333,0.4,1,6.7,1,1,12,8.5556,27,2.8889,1.4,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.93,3582.05,49970.12,45888.03,16.29,49486.41,15374.62,3188.83,3513.36,8784.69,109686.8,5704.35,21928.59,1746.29,133361.67,257853.35,263575.34,269969.04,379655.84,10720,0,0,0
68,Case69,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.0047222,0.00012,25.333,0.4,1,1.2,1,1,12,8.5556,27,2.8889,1.4,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.12,951.26,9130.05,8415.81,3.78,9370.85,3140.39,841.02,927.7,2310.45,22253.34,1042.24,4420.83,359.41,27033.58,52869.39,53916.33,55235.46,77488.81,1920,0,0,0
69,Case70,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.01,0.00012,25.333,0.4,1,1.2,1,1,12,8.5556,27,2.8889,1.4,0.1,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.18,924.61,20543.78,22173.96,5,23103.59,5167.36,868.01,951.27,2295.11,37848.46,2345.18,7581.69,599.8,46029.94,88360.88,90711.54,92905.12,130753.58,1920,0,0,0
70,Case71,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,17.778,0.01,0.00012,25.333,0.4,1,1.2,1,1,12,8.5556,27,2.8889,1.4,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.22,1160.98,20543.78,22174.02,19.24,23354.27,5167.36,868.01,951.27,4074.03,38485.61,2345.18,7581.84,821.53,46888.99,88360.88,90711.54,92905.12,135050.75,1920,0,0,0
71,Case72,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,56.667,0.01,0.00012,25.333,0.4,1,1.2,1,1,12,8.5556,27,2.8889,1.4,0.26667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.02,8583.15,17567.4,16199.27,120.41,24902.85,12685.92,7121.38,7737.22,30120.27,66537.54,2005.41,12923.95,1126.08,80587.58,163817.21,165782.09,169896.94,236434.49,1920,0,0,0
72,Case73,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0026111,0.00012,22.667,0.4,1,10,1,1,12,5.4444,27,3.6667,1.2222,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,14.97,1709834.14,62628.82,346684.59,17471.1,2073991.48,1927576.08,1971869.01,2102204.55,7504947.15,390393.45,7149.41,64942.58,11968.52,467304.55,1251879.18,1429056.6,1450257.48,1840650.93,16000,0,0,0
73,Case74,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0026111,0.00012,22.667,0.4,1,10,1,1,12,7.6667,27,3.6667,1.2222,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,13.6,1681907.7,62628.82,346694.53,19015.76,2047619.62,1927559.93,1965978.02,2096239.45,7821649.23,358818.12,7149.41,64940.09,11460.77,435218.98,1251797.51,1381028.11,1402484.78,1761302.9,16000,0,0,0
74,Case75,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0078889,0.00012,22.667,0.4,1,10,1,1,12,7.6667,27,3.6667,1.2222,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.47,472552.86,101684.5,163728.95,8422.56,644704.89,401921.01,379576.23,416265.45,2197365.84,559675.71,11607.82,115381.46,16787.91,691845.08,1815135.21,1920400.01,1956263.37,2602484.11,16000,0,0,0
75,Case76,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0078889,0.00012,22.667,0.4,1,10,1,1,12,7.6667,27,5.6111,1.2222,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.96,308800.33,101684.5,159529.46,7793.75,476123.93,401921.01,379576.23,416265.45,2033613.19,365732.73,11607.82,110407.72,15536.3,491676.75,1815135.21,1920400.01,1956263.37,2408541.13,16000,0,0,0
76,Case77,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.444,0.0078889,0.00012,27.111,0.4,1,10,1,1,12,7.6667,27,5.6111,1.2222,0.36667,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.42,22025,101684.5,72954.58,667.8,95647.45,72417.76,34012.5,36624.62,145046.25,197829.34,11607.82,59720.9,8403.78,265954.01,968968.23,980662.54,1000018.73,1302809.58,16000,0,0,0
77,Case78,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0078889,0.00012,27.111,0.4,1,10,1,1,12,7.6667,27,5.6111,1.2222,0.36667,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,8.05,634.64,126479.48,122752.5,23.16,123410.4,33206.42,1573.55,1648.27,4179.41,73227.18,14438.3,22105.89,3110.69,98443.75,333367.43,347806.09,352700.2,482239.24,16000,0,0,0
78,Case79,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0078889,0.00012,27.111,0.4,1,10,1,1,12,7.6667,27,5.6111,1.2222,0.2,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,8.08,498.45,126479.48,122752.45,11.46,123262.45,33206.42,1573.55,1648.27,2616.86,67406.88,14438.3,22103.8,2068.36,91579.03,333367.43,347806.09,352700.2,420107.08,16000,0,0,0
79,Case80,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0078889,0.00012,27.111,0.4,1,10,1,1,12,7.6667,27,5.6111,1,0.2,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,8.07,424.43,126479.48,122717.63,10.83,123152.99,33206.42,1573.55,1634.39,2335.69,61696.15,14438.3,18087.4,2153.68,81937.23,333367.43,347806.09,351065.43,412761.59,16000,0,0,0
80,Case81,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.556,0.0078889,0.00012,27.111,0.4,1,4.5,1,1,12,7.6667,27,5.6111,1,0.2,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,7.71,200.92,57116.25,55312.94,5.18,55519.08,15159.86,771.17,799.76,1110.13,29092.15,6520.12,8534.13,1015.61,38641.9,157337.35,163864.46,165480.35,194572.5,7200,0,0,0
81,Case82,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,41.111,0.0036667,0.00012,21.778,0.4,1,8.9,1,1,12,6.3333,27,3.2778,1.0444,0.13333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.66,327701.95,53528.95,100722.6,982.4,429407.3,405322.08,405370.26,437337.33,950967.18,330852.86,6110.61,50646.55,9525.7,391025.11,965924.55,1121400.13,1136240.31,1467093.17,14240,0,0,0
82,Case83,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,41.111,0.0036667,0.00012,21.778,0.4,1,8.9,1,1,12,6.3333,27,3.2778,1.2667,0.13333,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,10.1,389961.95,53528.95,119048.05,814.24,509824.66,405322.08,405370.26,444186.31,1097176.96,350792.22,6110.61,61417.63,9650.37,421860.22,965924.55,1121400.12,1140463.31,1491255.53,14240,0,0,0
83,Case84,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,41.111,0.0036667,0.00012,21.778,0.4,1,8.9,1,1,12,6.3333,27,3.2778,1.2667,0.3,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,10.12,503863.9,53528.95,119088.67,5580.26,628533.34,405322.08,405370.26,444186.31,1947088.96,350792.22,6110.61,61417.63,9650.37,421860.22,965924.55,1121400.12,1140463.31,1491255.53,14240,0,0,0
84,Case85,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,41.111,0.0036667,0.00012,21.778,0.4,1,8.9,1,1,12,8.5556,27,3.2778,1.2667,0.3,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.81,503057.53,53528.95,119091.22,6054.08,628203.34,405317.77,403372.93,442173.62,2028318.89,328535.83,6110.61,61415.29,9122.96,399074.09,965942.63,1068621.21,1088074.38,1416610.21,14240,0,0,0
85,Case86,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,80,0.0036667,0.00012,21.778,0.4,1,8.9,1,1,12,8.5556,27,3.2778,1.2667,0.3,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.75,2216737.37,84825.25,460390.77,17564.08,2694694.37,2391101.96,2442246.5,2612733.09,8941117.94,487340.21,9683.25,84267.74,14153.87,585761.82,1520638.56,1661870.96,1689722.92,2177063.13,14240,0,0,0
86,Case87,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,80,0.0089444,0.00012,21.778,0.4,1,8.9,1,1,12,8.5556,27,3.2778,1.2667,0.3,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.81,942016.24,116591.71,255179.39,11746.56,1208943.16,726666.93,714534.98,787185.46,3797948.94,718681.96,13309.56,137235.56,19640.67,875558.19,2103071.32,2301356.81,2344551.32,3063233.28,14240,0,0,0
87,Case88,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,80,0.0089444,0.00012,21.778,0.4,1,3.4,1,1,12,8.5556,27,3.2778,1.2667,0.3,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.72,362879.16,44950.38,98268.01,4521.89,465669.43,281053.57,276371.88,304357.38,1463034.39,276689.46,5131.32,52772.49,7568.79,337030.75,810713.66,886802.08,903431.37,1180120.84,5440,0,0,0
