#,Job_ID,WeatherFile,ModelFile,@@EP9_IHG@@,@@EP10_VRate@@,@@EP11_Inf@@,@@EP12_C_SP@@,@@EP14_Gla@@,@@EP15_Rat@@,@@EP16_RA@@,@@P1@@,@@P2@@,@@P3@@,@@P4@@,@@P5@@,@@P6@@,@@P7@@,@@P8@@,@@P9@@,@@P10@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: A1_Ele_Cool_[kWh],c1: A2_Ele_Fan_[kWh],c2: A3_Ele_Pumps_[kWh],c3: A4_Ele_Heat Rejection_[kWh],c4: A5_Ele_Plant[kWh],c5: A6_Ele_CoolEnTransfer[kWh],c6: A7_Ele_CoolCoil[kWh],c7: A8_Cool_Chiller[kWh],c8: A9_HRej[kWh],c9: P1_Ele_Cool_[W],c10: P2_Ele_Fan_[W],c11: P3_Ele_Pumps_[W],c12: P4_Ele_Heat Rejection_[W],c13: P5_Ele_Plant[W],c14: P6_Ele_CoolEnTransfer[W],c15: P7_Ele_CoolCoil[W],c16: P8_Cool_Chiller[W],c17: P9_HRej[W],c18: O1_Floor Area[m2],c19: O2_Time_PlantLoop,c20: O3_Time_SensLoads,c21: O4_Time_EleUse
0,1,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,31.54792307,0.00574683,0.00012,24.85785181,0.4,1,2.404007175,1,1,12,8.727621455,27,5.270970073,1.091941441,0.326422499,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.02,4244.05,20435.07,17909.02,114.97,22268.05,13211.53,7271.92,7773.49,25851.23,36492.68,2332.77,10751.89,1166.29,48410.87,184198.51,186492.93,189968.94,226461.62,3846.41,0,0,0
1,2,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,55.76739641,0.007265113,0.00012,23.1760833,0.4,1,6.340901341,1,1,12,6.537042003,27,4.220848477,1.175215674,0.304604061,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.51,139124.8,61004.96,77496.13,2352.98,218974.1,163940.21,147995.69,161699.43,659793.33,248385.84,6964.04,58955.14,7927.9,315268.88,969407.87,977165.74,996064.76,1244494.19,10145.44,0,0,0
2,3,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,31.03457534,0.006920774,0.00012,21.09013213,0.4,1,9.79750419,1,1,12,5.589228001,27,4.961700567,1.273101343,0.290257371,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.21,194548.65,103411.88,149770.85,3380.74,347700.52,231379.62,215799.3,238675.66,1000335.99,356461.47,11805.01,97150.07,12516.52,466128.06,1408319.76,1586265.9,1617021.74,1973483.21,15676.01,0,0,0
3,4,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,40.85764065,0.003440777,0.00012,21.83116704,0.4,1,2.933291867,1,1,12,7.760331381,27,4.93783856,1.120771677,0.133259994,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,10.29,78993.92,17340.12,34352.8,264.62,113611.43,142238.87,142114.59,153913.4,309133.48,68774.73,1979.47,16634.25,2780.28,88189.26,314944.69,353625.9,358994.82,427769.54,4693.27,0,0,0
4,5,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,77.26258298,0.004522291,0.00012,21.1002758,0.4,1,8.490596864,1,1,12,8.17388494,27,5.499078705,1.086439669,0.102794522,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.57,753070.88,95998.98,323738.71,3054.21,1079864.66,1864335.34,1905594.44,2031297.86,3129967.21,295006.69,10958.79,74002.42,13424.57,382433.68,1572405.18,1746200.69,1771106.01,2066112.7,13584.95,0,0,0
5,6,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,62.42185144,0.008547635,0.00012,23.29042919,0.4,1,8.081484869,1,1,12,6.826770816,27,4.620040284,1.110527673,0.267627181,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.11,150102.51,92893.72,111028.91,2400.78,263532.41,220657.93,195405.64,212604.74,730898.58,318978.03,10604.31,80218.98,9136.31,408333.32,1399990.05,1410584.52,1437525.85,1756503.88,12930.38,0,0,0
6,7,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,45.00507141,0.001809762,0.00012,20.09281811,0.4,1,8.141283985,1,1,12,8.335636759,27,4.359011451,1.309751623,0.192554645,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.44,979805.82,59466.61,309481.03,2851.5,1292139.39,1786592.29,1842370.21,1961029.5,4119099.14,204247.3,6788.43,44838.53,7474.51,256560.35,834279.74,928984.81,944547.55,1148794.85,13026.06,0,0,0
7,8,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,26.22849042,0.005211335,0.00012,20.09058727,0.4,1,5.343454494,1,1,12,8.341588731,27,5.754396732,1.19470857,0.196617278,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.53,101076.34,47606.46,75758.37,1029.44,177864.29,166481.69,163682.62,179865.89,521916.94,136010.53,5434.53,42260.21,5923.13,184193.87,674313.41,771825.72,785578.49,921589.03,8549.53,0,0,0
8,9,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,67.78568008,0.002009152,0.00012,26.13755932,0.4,1,4.849308855,1,1,12,5.511591092,27,5.922525533,1.144380342,0.172194499,1.1,50,EnergyPlus Completed Successfully,7,6,0,0,13.1,248504.43,17155.39,103044.67,1110.56,352659.94,653491.7,662755.2,703389.07,1222832.83,88501.46,1958.38,21351.62,4075.31,113928.39,480768.56,533679.34,540829.38,629330.84,7758.89,0,0,0
9,10,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,42.23229482,0.003490543,0.00012,23.56610471,0.4,1,4.64511898,1,1,12,6.330548091,27,2.65300328,1.161777739,0.146429775,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.6,118552.75,19033.86,31865.15,390.46,150808.49,110136.26,106573.36,115834.87,304468.23,181619.5,2172.81,25469.99,4343.72,211433.21,423762.88,480558.16,487816.93,669436.42,7432.19,0,0,0
10,11,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,76.26365047,0.001391338,0.00012,26.10314686,0.4,1,3.615799814,1,1,12,7.797316667,27,5.994778999,1.254377466,0.205322037,1.1,50,EnergyPlus Completed Successfully,7,6,0,0,13.81,373202.25,14438.01,150649.38,2021.96,525874.02,1289615.32,1305780.24,1364961.58,2139132.25,66587.02,1648.17,17619.12,3265.06,87471.21,401835.99,429883.4,436199.77,502786.8,5785.28,0,0,0
11,12,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,46.66238874,0.005909948,0.00012,23.58391716,0.4,1,7.164388459,1,1,12,6.083610166,27,2.593212037,1.26294911,0.135557784,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.96,136416.77,55545.96,66200.93,458.19,203076.05,123489.94,107978.41,118586.74,331442.86,370726.65,6340.86,59507.71,6279.83,436514.19,850271.78,856605.75,875475.9,1246202.55,11463.02,0,0,0
12,13,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,73.87343226,0.008808948,0.00012,20.17562848,0.4,1,1.522390991,1,1,12,5.846644612,27,4.798466613,1.386985726,0.274112217,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.71,178372.42,27772.12,64847.15,2136.24,245356,191580.61,195209.71,216110.07,878782.97,106267.57,3170.33,27138.65,3786.04,137192.26,396641.75,474532.26,483529.11,589796.69,2435.83,0,0,0
13,14,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,72.52822328,0.003488896,0.00012,26.0342097,0.4,1,9.619851544,1,1,12,5.119597813,27,2.562590851,1.047606555,0.277658516,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.28,651185.65,38748,111605.16,5047.91,767839.33,552456.21,550202.91,589852.51,1994739.01,469615.12,4423.29,53551,10950.89,534117.01,1081920.52,1207433.56,1222482.9,1692098.02,15391.76,0,0,0
14,15,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,24.75973941,0.007810936,0.00012,20.78910426,0.4,1,3.155180828,1,1,12,6.747889793,27,5.553064781,1.151770434,0.304470117,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.89,46584.71,39846.9,54050.55,1013.45,101648.78,67757.89,61944.16,68001.32,277448.36,99981.02,4548.73,30544.5,4008.66,134534.18,483996.02,520028.14,529698.98,629679.99,5048.29,0,0,0
15,16,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.14517774,0.009909306,0.00012,22.83457949,0.4,1,1.84614779,1,1,12,6.813350624,27,2.834478592,1.005910988,0.349507546,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.85,69556.77,25751.89,31841.29,1009.99,102408.14,59870.07,53397.85,57673.97,257530.38,134450.4,2939.71,20805.37,2755.9,158011.67,375327.65,378264.3,384715.3,519165.7,2953.84,0,0,0
16,17,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,52.7799214,0.003619029,0.00012,27.3510551,0.4,1,4.59274857,1,1,12,6.899382992,27,5.71347919,1.222994812,0.182245228,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.12,13529.29,14993.24,8946.12,154.87,22630.3,33019.85,26968.73,29140.8,66100.27,57801.74,1711.56,17879.59,1951.71,77633.04,312138.22,313854.09,319872.56,377674.3,7348.4,0,0,0
17,18,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,14.98595533,0.006267025,0.00012,20.39335783,0.4,1,9.145166277,1,1,12,7.442799227,27,4.487307302,1.202388463,0.32042271,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.84,128059.42,95140.05,130295.87,2567.03,260922.53,139412.68,127491.78,140643.66,664321.38,284771.66,10860.74,75648.31,9334.03,369754.01,1092871.94,1170090.32,1193831.84,1478603.5,14632.27,0,0,0
18,19,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,54.22767894,0.00581136,0.00012,21.95971959,0.4,1,3.607288202,1,1,12,7.719812102,27,5.380026001,1.263728549,0.118169576,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.53,106649.98,30345.96,60164.33,283.91,167098.34,181942.06,178624.71,196544.95,412444.64,118887.71,3464.15,34501.07,4866.11,158254.89,560937.3,626595.67,637923.51,756811.22,5771.66,0,0,0
19,20,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,52.36074638,0.004819621,0.00012,21.89564718,0.4,1,3.411433943,1,1,12,6.686901779,27,5.245897965,1.041409745,0.146380267,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.02,102290.13,26363.54,48724.31,421.35,151435.91,201186.52,200475.3,216269.9,430316.11,101142.49,3009.54,23908.79,4294.41,129345.7,482839.42,552727.67,560145.37,661287.86,5458.29,0,0,0
20,21,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,19.21872479,0.009275028,0.00012,24.97297906,0.4,1,6.294323017,1,1,12,5.580719236,27,3.891242289,1.068021691,0.179092294,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,7.37,4759.68,98028.83,104599.17,55.7,109414.65,26532.05,5928.83,6438.31,16936.16,136325.27,11190.51,29624.07,3184.11,169133.46,468430.12,479655.59,488038.25,624363.53,10070.92,0,0,0
21,22,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,12.40343839,0.007756906,0.00012,21.79920755,0.4,1,4.989660751,1,1,12,7.8174188,27,4.366127031,1.31522695,0.317222022,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.56,32466.99,66295,79514.8,699.26,112681.13,41649.85,30729.57,33983.38,165325.84,169466.65,7567.92,44201.84,5445.07,219113.57,567397.31,574933.55,589940.88,862944.13,7983.45,0,0,0
22,23,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,57.85541757,0.002687499,0.00012,27.27392965,0.4,1,8.516088756,1,1,12,8.072202479,27,4.425886748,1.138810501,0.375376948,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.01,146730.68,20468.25,35420.13,2988.62,185139.58,175798.85,170906.47,184425.36,805128.11,144171.72,2336.56,32148.7,5307.21,181627.63,632521.63,663555.44,673422.15,817593.86,13625.74,0,0,0
23,24,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,73.58360231,0.003297589,0.00012,22.76113764,0.4,1,9.012410272,1,1,12,5.145362326,27,4.40038041,1.067505151,0.256963379,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.76,1020404.15,65283.47,286013.89,6754.48,1313173.57,1769190.12,1807752.22,1917416.99,4515736.22,339882.71,7452.45,59631.15,12078.26,411592.12,1319801.29,1512772.69,1531861,1871743.72,14419.85,0,0,0
24,25,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,70.84132598,0.008414555,0.00012,27.19776144,0.4,1,3.568416576,1,1,12,7.614764983,27,3.811066136,1.332452555,0.304841517,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.21,13586.59,38428.11,27838.85,259.52,41684.99,29897.24,14994.6,16206.73,60958.26,113853.31,4386.77,26873.65,3193.89,143920.85,388070.77,392372.51,401007.23,515444.94,5709.47,0,0,0
25,26,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,23.09603489,0.002900896,0.00012,20.46393852,0.4,1,6.69369614,1,1,12,5.941663728,27,2.960653663,1.370310381,0.129114094,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.68,224702.42,36478.01,71186.82,398.73,296288.21,187593.89,188966.92,209329.69,574747.8,239046.95,4164.16,40096.14,5852.45,284995.53,547847.93,660280.28,672587.22,911634.17,10709.92,0,0,0
26,27,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,11.90961461,0.008374389,0.00012,22.88382347,0.4,1,7.830062974,1,1,12,8.238122554,27,2.606885995,1.090779729,0.208603226,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.49,28713.08,112792.04,128623.67,292.37,157629.25,44925.62,25143.73,27175.97,85159.95,323528.11,12875.8,53817.38,5636.56,382982.05,769710.68,782683.49,798649.6,1122177.71,12528.1,0,0,0
27,28,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,46.02845554,0.001263775,0.00012,26.86882401,0.4,1,2.669229586,1,1,12,7.676151719,27,3.859876014,1.025003071,0.328041222,1.1,50,EnergyPlus Completed Successfully,7,6,0,0,9.99,83918.01,5215.03,19205.43,1085.38,104208.91,115251.91,116331.61,123583.62,392176.67,39888.46,595.32,6565.42,1359.42,47813.3,155178.8,169095.55,171121.56,211010.03,4270.77,0,0,0
28,29,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,53.7987632,0.001995455,0.00012,21.82376732,0.4,1,3.339957049,1,1,12,6.003508884,27,4.622171632,1.077212687,0.288421086,1.1,50,EnergyPlus Completed Successfully,3,6,0,0,13.5,351213.68,20385.74,99184.93,2760.26,453159.23,677754.4,695656.14,733850.61,1737171.78,86157.5,2327.14,15964.26,3278.31,105400.06,367484.99,417500.69,422741.54,508899.04,5343.93,0,0,0
29,30,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.8488459,0.00451601,0.00012,23.25706023,0.4,1,0.551403701,1,1,12,8.492011539,27,5.058137424,1.190886762,0.18838834,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.96,23511.45,3824.47,9167.62,152.04,32831.14,39860.9,39529.06,42854.86,108260.86,16997.63,436.58,4385.48,695.26,22078.37,82067.09,88684.28,90136.21,107133.84,882.25,0,0,0
30,31,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,49.81532943,0.003303045,0.00012,26.23686605,0.4,1,2.198651857,1,1,12,5.547367267,27,5.25837353,1.035707451,0.10833822,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.47,11739.26,6473.02,6035.74,67.82,17842.84,27263.45,25072.05,26900.95,45172.11,34242,738.93,8079.33,1401.63,43722.95,168230.91,179379.44,181728.91,215970.91,3517.84,0,0,0
31,32,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,72.64346187,0.008124324,0.00012,24.18470144,0.4,1,1.02991125,1,1,12,6.36560176,27,3.390587959,1.003542181,0.112640125,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.88,20486.06,10567.32,12026.65,83.08,32595.81,30574.1,27343.32,29435.36,58712.39,53747.06,1206.31,9325.67,1273.71,64346.43,180255.19,181471.85,184422.45,238169.51,1647.86,0,0,0
32,33,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,44.29043276,0.009538658,0.00012,23.64073247,0.4,1,8.876848671,1,1,12,5.914440641,27,3.573079411,1.351481141,0.206070802,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.53,87550.22,128113.8,136061.58,876.37,224488.35,113284.42,79832.08,88346.73,304588.48,438818.01,14624.86,98329.4,8510.68,545658.09,1291879.26,1306566.75,1339125.81,1777943.81,14202.96,0,0,0
33,34,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.24434071,0.00816518,0.00012,24.48256967,0.4,1,1.550930343,1,1,12,6.393072186,27,5.680518337,1.21507518,0.191890449,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.57,14027.56,16778.53,16969.66,157.63,31154.88,30041.48,24625.91,26840.37,68383.09,46237.75,1915.36,14509.58,1488.05,62235.38,239095.24,241032.23,246030.17,292267.93,2481.49,0,0,0
34,35,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,78.42481815,0.004935368,0.00012,22.4919505,0.4,1,7.394605116,1,1,12,8.084854845,27,5.977591628,1.010310131,0.392788522,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.28,588639.07,66024.06,185032.68,13066.82,786739.19,1014935.92,1024846.44,1095988.87,4218344.69,219053.99,7536.99,57521.5,10763.19,287338.68,1296430.7,1422697.94,1441432.68,1660486.67,11831.37,0,0,0
35,36,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,64.40133239,0.004662515,0.00012,23.44315562,0.4,1,4.472723034,1,1,12,7.009297754,27,5.516215384,1.294332356,0.288344531,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,11.17,189382.43,28381.15,69268.57,3032.12,261683.33,267159.04,264236.45,289359.14,1103866.49,127794.2,3239.86,36784.3,5361.87,169940.36,621838.24,690898.65,703094.44,830888.64,7156.35,0,0,0
36,37,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,34.54579382,0.008148708,0.00012,26.25097801,0.4,1,2.322183504,1,1,12,8.02571553,27,5.394214063,1.110457444,0.144931677,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.3,1227.28,29353.53,26973.8,13.92,28215.02,10533.84,2289.6,2483.46,5380.95,32003.08,3350.86,9732.05,1018.1,42753.23,161477.2,164843.18,167707.16,199710.24,3715.49,0,0,0
37,38,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,35.61341783,0.008300905,0.00012,22.16723108,0.4,1,2.146009542,1,1,12,5.220150233,27,3.08790634,1.298520071,0.136761007,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.1,37274.69,27585.36,34097.51,130.98,71503.24,39306.66,33347.76,36765.27,98451.92,128460.25,3149.01,24342.79,2294.32,155097.36,328492,331624.74,339626.63,468086.88,3433.62,0,0,0
38,39,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,55.73302337,0.006330797,0.00012,22.45161675,0.4,1,6.135435524,1,1,12,6.772126145,27,5.472179549,1.02575016,0.22440767,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.33,130936.04,48725.59,77518.95,1615.25,210070.4,242545.7,234421.94,253332.26,677741.29,190111.1,5562.28,48139.43,8313.96,246564.48,952451.58,1075657.36,1090096.9,1280208.01,9816.7,0,0,0
39,40,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,41.67427828,0.00352636,0.00012,21.14440566,0.4,1,5.588320481,1,1,12,6.577252441,27,4.686818462,1.080306061,0.158183022,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,10.95,211999.13,38799.34,82295.8,756.92,295052.09,357128.13,362094.73,390954.42,838392.01,153330.95,4429.15,32842.94,5902.08,192075.97,642078.96,744513.1,754912.53,908243.47,8941.31,0,0,0
40,41,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,38.84551748,0.002355972,0.00012,25.75361819,0.4,1,2.346888009,1,1,12,8.319011201,27,5.205777239,1.225389683,0.272976769,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.58,15349.06,5069.81,5684.69,286.68,21320.45,24582.94,23138.36,25101.95,85520.98,28422.82,578.75,7862.18,1156.74,37441.74,138993.21,148458.66,150918.91,179341.73,3755.02,0,0,0
41,42,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,52.23295402,0.003373966,0.00012,20.14494298,0.4,1,8.660402118,1,1,12,7.659088301,27,4.957199998,1.359219104,0.129693174,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.62,772663.1,84245.39,305742.75,1690.89,1080097.6,1363640.99,1404104.78,1521574.03,2960157.75,275726.26,9617.05,72295.94,10738.13,358760.33,1194847.96,1359914.3,1384927.57,1660653.84,13856.64,0,0,0
42,43,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,24.95953536,0.000876464,0.00012,21.0912235,0.4,1,0.232196878,1,1,12,6.716687061,27,4.418841526,1.284463219,0.104549327,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.96,10189.16,990.65,3595.93,28,13813.1,18275.15,18723.37,20104.94,34455.78,4118.5,113.09,867.47,150.26,5136.22,16142.21,18672.83,18968.58,23087.08,371.51,0,0,0
43,44,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,25.80083743,0.008922203,0.00012,26.2074091,0.4,1,9.908335769,1,1,12,6.141463919,27,5.47727109,1.033138925,0.323463829,1.1,50,EnergyPlus Completed Successfully,1,7,0,0,8.21,1819.61,143622.96,143972.34,57.19,145849.25,38554.87,4058.68,4281.35,10806.25,109672.48,16395.31,31718.57,3541.68,144932.73,551152.64,567563.35,575716.34,685388.81,15853.34,0,0,0
44,45,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,53.08126776,0.002741581,0.00012,22.53693158,0.4,1,7.959804864,1,1,12,5.928869599,27,4.28653036,1.383076637,0.276463879,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,13.51,717874.89,44358.02,195646.38,6382.37,919904.37,841003.03,856616.91,931403.17,3257147.62,242700.32,5063.7,53151.38,8181.72,304033.42,875242.09,1002609.26,1020468.56,1263168.88,12735.69,0,0,0
45,46,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,26.45964571,0.004037241,0.00012,25.05974289,0.4,1,2.677751541,1,1,12,6.489577507,27,5.836068871,1.351789534,0.272922799,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.92,3296.9,15358.96,12371.9,75.81,15744.62,10161.9,5587.95,6060.75,19373.87,29730.99,1753.31,10390.67,867.7,40989.35,146265.86,148025.79,151540.59,181271.57,4284.4,0,0,0
46,47,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,36.25027467,0.004087877,0.00012,24.65551063,0.4,1,3.724155445,1,1,12,8.907456137,27,4.213367108,1.172845349,0.273281399,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.85,18939.03,19277.96,16251.38,336.31,35526.75,29513.15,23495.32,25444.8,89642.06,69209.94,2200.68,16839.52,1821.72,87871.19,278098.44,280308.19,285872.01,355081.95,5958.65,0,0,0
47,48,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,73.7751284,0.003707711,0.00012,22.51315825,0.4,1,0.199426312,1,1,12,5.210283579,27,4.603105122,1.006090423,0.201474281,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,12.65,17652.82,1741.33,5570.3,89.69,23312.83,34940.76,35569.78,37700.37,74848.87,8379.62,198.78,1444.39,309.42,10133.43,34224.61,39504.09,39953.3,48332.92,319.08,0,0,0
48,49,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,11.11675323,0.004264258,0.00012,22.45896143,0.4,1,3.366543537,1,1,12,5.708400757,27,3.24058742,1.363274825,0.12088383,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,8.38,9018.37,23914.06,25448.2,33.18,34499.78,14254.59,9687.13,10578.16,23813.49,81001.89,2729.92,17060.91,1386.68,99449.49,207935.96,210670.52,216235.53,297237.43,5386.47,0,0,0
49,50,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,55.34164075,0.004092309,0.00012,21.48899856,0.4,1,5.951166323,1,1,12,5.297685102,27,5.352697089,1.384458055,0.279529845,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,11.18,442836.69,48302.1,151481.41,5173.36,599491.94,570653.6,581185.92,638072.13,2359569.92,197216.3,5513.94,52852.29,7756.31,257824.91,836953.17,985612.18,1003506.45,1200722.74,9521.87,0,0,0
50,51,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,78.75587844,0.0090073,0.00012,26.82624404,0.4,1,9.497591733,1,1,12,6.102061064,27,4.441606977,1.372318591,0.342573356,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.31,55302.65,107072.82,80185.49,1228.18,136716.43,102429.17,60717.85,66082.1,281755.15,337726.1,12222.92,85163.58,10937.85,433827.53,1221740.94,1234061.89,1262378.57,1720640.75,15196.14,0,0,0
51,52,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,73.14978603,0.002438195,0.00012,27.55254846,0.4,1,4.626502044,1,1,12,5.373963379,27,2.752102637,1.379278557,0.328017307,1.1,50,EnergyPlus Completed Successfully,7,6,0,0,10.95,509224.07,14343.39,85883.49,4498.87,599606.91,358844.48,361468.39,392521.19,1740184.71,188354.02,1637.37,27161.22,4487.74,220002.99,450002.28,494908.75,503412.05,691766.07,7402.4,0,0,0
52,53,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,58.51735062,0.002136377,0.00012,23.5594038,0.4,1,1.701987286,1,1,12,8.409940195,27,3.406918141,1.35553528,0.122653669,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,11.47,184284.37,8374.43,51264.2,384.94,235933.7,254440.49,258613.93,277721.57,549376.88,57378.69,955.99,10500.88,1696.04,69575.61,184677.86,200391.16,203907.1,261285.79,2723.18,0,0,0
53,54,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,16.16869237,0.007663168,0.00012,22.45438343,0.4,1,4.70094116,1,1,12,6.756844253,27,4.631780444,1.002211668,0.217748737,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,7.57,13354.06,60554.34,67296.66,197.28,80848.07,35115.13,23718.45,25364.66,59726.21,115517.91,6912.6,29278.11,3285.28,148081.3,502368.07,509341.5,518724.06,634241.97,7521.5,0,0,0
54,55,cntr_Manchester_TRY.epw,FC_HVAC_System_Automatic_Par.imf,58.77989337,0.007684543,0.00012,20.97765226,0.4,1,8.619850065,1,1,12,8.013548546,27,4.421669531,1.225241805,0.198070429,1.1,50,EnergyPlus Completed Successfully,1,6,0,0,9.04,462439.27,107036.22,207661.7,3436.52,673538.03,574392.25,567741.33,624575.64,1939869.19,446018.68,12218.75,107878.61,15656.41,569553.69,1732632.07,1950369.53,1985133.58,2431152.25,13791.76,0,0,0
